Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
3839611,Airline C,490,Airport 1,Airport 2,6,5,7,Type D,0.323251,61.0,1.787198,0.69254,1
5465349,Airline D,430,Airport 2,Airport 2,18,6,11,Type C,0.247772,16.0,2.121671,0.142301,1
79246,Airline C,678,Airport 4,Airport 5,22,2,1,Type D,0.748191,7.0,1.945857,0.53291,0
2210709,Airline C,640,Airport 1,Airport 5,22,1,8,Type B,0.602091,6.0,4.760736,0.609259,0
3396546,Airline B,379,Airport 3,Airport 2,7,1,12,Type E,0.565027,7.0,2.185645,0.186252,1
5776663,Airline E,415,Airport 3,Airport 2,16,3,6,Type A,0.149301,15.33333,2.757963,0.894462,1
8755176,Airline A,531,Airport 1,Airport 2,20,1,12,Type A,0.275961,53.33333,2.071583,0.543179,1
7847837,Airline B,484,Airport 3,Airport 2,6,6,5,Type A,0.281788,44.0,3.625424,0.115028,1
9030490,Airline D,226,Airport 5,Airport 5,0,4,9,Type E,0.206839,47.0,2.914823,0.334396,1
9370976,Airline A,428,Airport 4,Airport 2,7,4,9,Type C,0.971445,17.0,4.30416,0.47696,1
8156392,Airline A,573,Airport 1,Airport 3,18,4,3,Type E,0.018611,11.0,3.320907,0.010144,0
7357641,Airline A,511,Airport 4,Airport 5,19,5,9,Type D,0.626056,42.0,4.373794,0.03191,1
9793848,Airline A,406,Airport 1,Airport 2,19,5,9,Type A,0.617599,41.77778,0.756914,0.062461,1
6842528,Airline A,444,Airport 1,Airport 2,9,1,2,Type A,0.423251,31.11111,0.330059,0.605402,1
4873464,Airline A,477,Airport 1,Airport 2,11,7,5,Type A,0.987589,0.0,2.048801,0.378099,1
4571612,Airline A,756,Airport 1,Airport 2,23,5,11,Type A,0.770163,23.11111,0.956295,1.004742,1
6303879,Airline A,503,Airport 1,Airport 2,0,7,2,Type A,1.098354,10.66667,1.627711,0.629138,1
4457714,Airline D,427,Airport 5,Airport 2,23,7,1,Type A,0.168656,4.0,3.686556,0.759896,1
9486338,Airline A,680,Airport 1,Airport 2,20,5,7,Type A,0.187868,31.11111,1.016776,0.773025,1
7247705,Airline A,557,Airport 1,Airport 3,3,3,4,Type D,0.139397,6.0,2.725817,0.520321,0
8653196,Airline A,419,Airport 5,Airport 4,3,5,5,Type B,0.269291,48.66667,4.474633,0.74472,1
891799,Airline B,501,Airport 1,Airport 2,8,2,4,Type E,0.416787,6.666667,4.598966,0.544706,0
8207642,Airline A,480,Airport 1,Airport 2,14,2,6,Type A,0.962603,21.33333,1.873393,0.433638,1
5353917,Airline A,554,Airport 1,Airport 2,23,7,11,Type A,0.383592,46.22222,2.106849,0.49028,1
6456096,Airline A,374,Airport 1,Airport 2,14,2,2,Type A,1.015243,13.33333,2.244211,0.943314,1
835180,Airline D,380,Airport 4,Airport 4,6,1,8,Type A,0.462908,34.66667,3.681662,0.563274,1
332207,Airline D,474,Airport 3,Airport 2,11,4,4,Type A,0.64707,38.0,1.697927,0.377296,0
2071972,Airline C,411,Airport 1,Airport 5,2,3,8,Type B,0.264408,76.0,0.603913,0.179743,1
5309440,Airline B,601,Airport 2,Airport 2,19,1,3,Type A,0.156014,11.0,2.30942,0.495358,0
4174327,Airline A,397,Airport 1,Airport 2,8,4,12,Type A,0.969457,2.666667,0.218359,0.283955,1
7146388,Airline E,740,Airport 4,Airport 2,13,3,12,Type A,0.109506,16.0,0.778854,0.95558,1
9135683,Airline D,484,Airport 1,Airport 2,12,7,11,Type D,0.774021,46.0,4.75086,0.490982,1
3969887,Airline B,513,Airport 5,Airport 5,23,3,5,Type A,0.580984,17.0,3.379435,0.008948,0
3576637,Airline A,535,Airport 1,Airport 2,11,3,12,Type A,0.961138,8.0,2.129022,0.104487,1
3734719,Airline A,492,Airport 1,Airport 2,0,2,3,Type A,0.817818,0.0,1.607248,0.319865,1
7162469,Airline A,617,Airport 3,Airport 4,18,2,12,Type A,0.281664,11.0,2.2927,0.092163,1
1399771,Airline B,514,Airport 1,Airport 2,15,2,7,Type A,0.574428,37.0,0.125794,0.893962,1
7727743,Airline A,447,Airport 2,Airport 3,11,3,3,Type A,0.013074,2.666667,4.779185,0.854352,0
2608188,Airline A,363,Airport 1,Airport 3,9,6,12,Type C,0.475218,12.0,0.354662,0.970862,1
687468,Airline C,539,Airport 5,Airport 3,1,3,8,Type A,0.086014,0.0,3.250815,0.706466,0
1518625,Airline A,591,Airport 1,Airport 2,17,2,9,Type A,0.528945,33.77778,0.255508,0.726148,1
4954488,Airline B,373,Airport 1,Airport 5,12,3,12,Type E,0.109612,63.0,1.420738,0.923497,1
2029087,Airline A,461,Airport 4,Airport 4,23,2,2,Type C,0.95548,25.0,0.929087,0.946393,1
7417824,Airline A,596,Airport 1,Airport 2,5,2,3,Type A,0.623068,0.0,1.384292,0.987174,0
3398933,Airline D,414,Airport 4,Airport 2,11,2,12,Type A,0.913218,4.666667,4.435377,0.861473,1
5635806,Airline A,413,Airport 1,Airport 2,21,7,7,Type A,0.122366,15.11111,1.589056,0.755666,1
94242,Airline E,484,Airport 3,Airport 2,3,7,5,Type B,0.637653,26.0,3.32094,0.001606,0
7630207,Airline D,631,Airport 4,Airport 2,0,6,10,Type C,0.306955,20.0,4.744657,0.429517,0
8413004,Airline C,591,Airport 5,Airport 2,10,4,7,Type C,0.431829,49.33333,3.947126,0.635663,1
6184538,Airline A,631,Airport 5,Airport 2,22,3,2,Type C,0.873087,55.33333,4.329779,0.547127,1
861831,Airline E,400,Airport 1,Airport 4,7,1,4,Type D,0.980021,3.0,2.08196,0.821127,1
7484015,Airline A,434,Airport 1,Airport 2,1,2,1,Type A,0.346492,3.555556,2.163391,0.921265,0
6695371,Airline B,482,Airport 2,Airport 2,1,6,5,Type D,0.948253,8.666667,3.229307,0.598682,1
2586900,Airline A,469,Airport 3,Airport 4,15,1,8,Type C,0.688727,16.0,0.678039,0.021994,1
6076436,Airline D,422,Airport 5,Airport 2,0,7,1,Type B,0.951414,26.0,0.193563,0.36933,1
6198399,Airline A,548,Airport 4,Airport 3,3,4,7,Type C,0.562367,44.0,1.220172,0.228817,1
2438630,Airline A,337,Airport 1,Airport 2,5,3,7,Type A,1.060756,3.555556,0.945874,0.381137,1
9543485,Airline E,514,Airport 1,Airport 2,20,7,7,Type B,0.892455,32.0,4.187839,0.617293,1
9472739,Airline E,666,Airport 2,Airport 5,19,6,1,Type D,0.128592,28.0,3.906223,0.066462,0
8920786,Airline A,416,Airport 1,Airport 2,19,2,11,Type A,0.343063,27.55556,1.397937,0.491482,1
9635216,Airline C,371,Airport 1,Airport 2,14,2,3,Type D,0.572099,24.66667,3.738708,0.793574,1
819920,Airline C,536,Airport 1,Airport 2,6,6,11,Type B,0.802799,6.0,1.376417,0.030699,1
8583414,Airline A,673,Airport 2,Airport 3,6,7,2,Type B,0.759411,28.66667,3.397889,0.849049,0
3498691,Airline D,521,Airport 2,Airport 2,17,1,5,Type C,0.726749,2.0,3.530756,0.38388,0
650872,Airline A,466,Airport 1,Airport 2,22,4,2,Type A,0.475265,28.44444,2.121038,0.133015,0
2525582,Airline A,423,Airport 1,Airport 2,1,3,5,Type A,0.239637,0.888889,1.341009,0.638435,1
6515150,Airline B,352,Airport 2,Airport 5,19,4,5,Type D,0.210584,2.0,3.245026,0.952361,1
9680555,Airline B,527,Airport 3,Airport 5,14,7,4,Type B,0.741677,3.0,1.015244,0.542513,1
985993,Airline E,339,Airport 4,Airport 4,0,2,11,Type E,0.147534,0.666667,3.683795,0.686635,1
7372915,Airline E,591,Airport 1,Airport 4,20,4,7,Type B,0.222947,7.333333,4.392059,0.816421,0
1022587,Airline D,562,Airport 1,Airport 4,16,1,10,Type A,0.424553,103.3333,3.168689,0.79934,1
3101025,Airline C,478,Airport 4,Airport 2,19,5,6,Type E,0.072112,12.0,0.578372,0.073119,1
6531432,Airline A,564,Airport 1,Airport 2,12,7,2,Type A,0.312692,37.33333,0.982143,0.83362,1
8582754,Airline C,517,Airport 4,Airport 2,11,5,4,Type B,0.149768,2.666667,2.577573,0.94945,0
3801666,Airline D,563,Airport 2,Airport 4,23,3,11,Type A,0.951322,12.0,3.385812,0.700652,1
1968610,Airline A,589,Airport 1,Airport 2,21,3,7,Type A,0.291526,5.333333,1.000818,0.940998,1
4552036,Airline C,474,Airport 1,Airport 3,14,4,9,Type B,0.86177,6.0,4.201455,0.48555,1
9308504,Airline E,370,Airport 4,Airport 4,23,3,9,Type B,0.114798,3.0,1.858949,0.319069,1
7406129,Airline E,725,Airport 3,Airport 5,4,7,12,Type D,0.869673,16.0,0.214182,0.676239,1
4965976,Airline A,478,Airport 2,Airport 5,6,6,3,Type A,0.599434,2.0,3.969972,0.4922,0
4416672,Airline C,457,Airport 4,Airport 2,7,1,1,Type C,0.849706,48.0,3.221116,0.895289,1
5338108,Airline C,544,Airport 1,Airport 2,22,2,9,Type B,0.867349,11.33333,4.009782,0.974382,1
6419034,Airline E,480,Airport 2,Airport 2,13,2,8,Type E,0.596374,54.0,1.744449,0.819802,1
7781581,Airline A,380,Airport 5,Airport 3,20,2,6,Type D,0.585448,33.0,0.368765,0.348371,1
98227,Airline E,410,Airport 3,Airport 3,13,4,10,Type B,0.712565,69.0,0.559004,0.895755,1
9317768,Airline B,535,Airport 5,Airport 3,9,3,7,Type B,0.41608,4.0,4.225738,0.329934,0
5121271,Airline B,430,Airport 3,Airport 3,21,3,11,Type B,0.914068,53.0,1.507174,0.118038,1
8951020,Airline A,593,Airport 1,Airport 2,15,6,9,Type A,0.924163,5.333333,2.494746,0.699045,1
188509,Airline D,484,Airport 2,Airport 5,10,6,6,Type B,0.166713,19.0,3.791942,0.454989,0
7937210,Airline E,492,Airport 4,Airport 2,21,1,10,Type A,0.576388,20.66667,3.005775,0.921699,0
6513542,Airline C,505,Airport 3,Airport 2,13,2,3,Type E,0.896827,70.0,4.918097,0.492194,1
7943716,Airline A,396,Airport 3,Airport 2,13,7,3,Type B,0.793064,72.0,1.581546,0.927633,1
1843926,Airline D,627,Airport 3,Airport 4,1,6,4,Type C,0.962553,2.0,0.828078,0.078634,1
9715316,Airline A,531,Airport 1,Airport 2,21,1,10,Type A,0.331302,11.55556,2.043182,0.934326,0
5491676,Airline B,482,Airport 2,Airport 3,12,5,10,Type D,0.36746,47.0,1.390417,0.759114,1
2905939,Airline B,447,Airport 4,Airport 3,2,6,8,Type B,0.507192,24.0,4.805185,0.719978,0
2690557,Airline C,445,Airport 4,Airport 4,17,1,10,Type E,0.232669,0.0,4.940347,0.355136,0
2635223,Airline A,384,Airport 5,Airport 2,21,4,9,Type D,0.394045,11.33333,4.632022,0.78376,1
8697848,Airline B,366,Airport 3,Airport 3,3,4,8,Type C,0.537539,53.0,4.723809,0.483297,1
7673484,Airline E,366,Airport 3,Airport 2,20,1,11,Type A,0.191339,26.66667,3.078274,0.715204,1
3945050,Airline C,606,Airport 3,Airport 4,20,3,10,Type B,0.256688,10.0,3.660593,0.552227,0
2691277,Airline C,423,Airport 4,Airport 2,18,5,2,Type A,0.124842,39.0,0.471231,0.15744,1
1108932,Airline B,392,Airport 5,Airport 2,15,1,4,Type C,0.713381,24.0,3.815251,0.064559,1
5238487,Airline A,628,Airport 1,Airport 2,3,6,4,Type A,0.461552,64.88889,0.705158,0.41196,1
913894,Airline E,506,Airport 2,Airport 3,18,3,12,Type E,0.220266,17.33333,4.40163,0.932789,0
5962918,Airline A,382,Airport 1,Airport 2,22,1,2,Type A,0.607324,8.888889,2.40383,0.595952,1
6461584,Airline D,557,Airport 4,Airport 5,14,2,8,Type C,0.068249,59.0,1.261888,0.802192,1
9483081,Airline D,645,Airport 3,Airport 2,0,6,3,Type B,0.923407,1.0,0.390156,0.575953,1
4256294,Airline B,567,Airport 2,Airport 2,15,6,2,Type D,0.294468,46.0,2.619451,0.957905,1
5952366,Airline B,513,Airport 4,Airport 2,14,4,7,Type A,0.886464,35.0,3.957747,0.369456,1
6275549,Airline B,546,Airport 4,Airport 2,15,2,1,Type A,0.49762,84.0,4.053201,0.05705,1
3190377,Airline D,619,Airport 4,Airport 4,21,2,6,Type E,0.85015,5.333333,3.484093,0.780668,1
3231252,Airline A,672,Airport 1,Airport 2,19,6,3,Type A,0.347064,31.11111,2.25174,0.793639,0
5196627,Airline A,404,Airport 1,Airport 2,0,5,3,Type A,0.275271,43.55556,0.437471,0.593476,1
3540213,Airline B,502,Airport 5,Airport 2,16,7,5,Type C,0.849412,36.0,3.259689,0.326391,1
3677552,Airline E,560,Airport 5,Airport 2,4,3,3,Type A,0.212924,7.0,3.228397,0.188265,0
5844605,Airline A,517,Airport 1,Airport 2,4,4,12,Type B,0.746195,9.0,0.767159,0.482276,1
7970004,Airline A,552,Airport 1,Airport 2,6,2,4,Type A,0.444584,22.22222,1.236068,0.749477,1
5783005,Airline C,720,Airport 2,Airport 4,12,4,3,Type E,0.748194,11.33333,4.262649,0.578886,0
9974886,Airline C,473,Airport 2,Airport 5,11,6,7,Type A,0.907646,39.0,4.859009,0.437491,1
7558740,Airline C,358,Airport 5,Airport 3,3,3,3,Type E,0.981638,9.333333,3.327151,0.539694,1
2468364,Airline E,685,Airport 4,Airport 4,3,1,10,Type E,0.359809,58.0,4.809705,0.107955,1
2554770,Airline B,676,Airport 3,Airport 4,22,2,4,Type D,0.367526,16.0,0.860246,0.69584,1
1727529,Airline D,554,Airport 5,Airport 5,20,3,2,Type C,0.981388,0.666667,4.875303,0.734256,1
5089367,Airline E,450,Airport 2,Airport 4,20,7,2,Type E,0.861528,0.0,0.167532,0.011453,1
4731312,Airline D,585,Airport 5,Airport 2,5,4,9,Type D,0.045092,31.0,2.836296,0.27052,0
2255011,Airline A,503,Airport 1,Airport 2,23,6,11,Type A,0.67345,20.44444,0.727521,0.103631,1
8126955,Airline B,469,Airport 2,Airport 2,14,3,1,Type E,0.181245,15.33333,4.069546,0.998232,0
5420155,Airline A,432,Airport 1,Airport 2,20,1,1,Type A,1.094013,40.88889,0.543859,0.667511,1
3939607,Airline B,498,Airport 2,Airport 2,18,3,10,Type E,0.138923,14.0,0.05765,0.465738,1
3595174,Airline E,516,Airport 4,Airport 2,11,4,3,Type D,0.665198,87.0,0.32054,0.964774,1
7621921,Airline E,588,Airport 3,Airport 3,13,2,2,Type D,0.937065,0.0,1.450463,0.659856,1
9588974,Airline A,478,Airport 1,Airport 2,17,7,3,Type A,0.947258,59.55556,1.609369,0.189742,1
4893682,Airline D,458,Airport 5,Airport 2,11,7,5,Type C,0.245755,34.0,1.473516,0.448159,0
1310594,Airline A,538,Airport 1,Airport 2,23,2,9,Type A,0.672624,17.77778,0.614483,0.870971,1
7718631,Airline A,508,Airport 5,Airport 5,23,5,2,Type B,0.953574,26.0,0.777478,0.42335,1
4556851,Airline A,648,Airport 1,Airport 2,14,4,12,Type A,0.835717,48.88889,0.337931,0.348225,1
8073244,Airline D,465,Airport 3,Airport 5,18,7,11,Type C,0.688336,60.0,2.629287,0.991216,1
8456503,Airline A,449,Airport 5,Airport 5,7,5,1,Type B,0.754901,16.0,3.407535,0.935637,0
9326834,Airline D,483,Airport 2,Airport 2,8,5,11,Type B,0.322506,6.0,2.263666,0.94156,0
1041986,Airline E,458,Airport 4,Airport 2,4,6,6,Type A,0.729252,30.0,0.618015,0.131673,1
8082203,Airline C,436,Airport 5,Airport 5,4,6,3,Type E,0.232855,2.0,3.238781,0.234255,0
7571522,Airline A,336,Airport 1,Airport 2,5,6,7,Type A,0.528103,26.66667,1.392805,0.497325,1
8720039,Airline B,384,Airport 2,Airport 2,22,1,6,Type E,0.889929,49.0,1.906377,0.832129,1
9964927,Airline D,487,Airport 3,Airport 2,2,4,11,Type A,0.018971,13.0,1.650234,0.736828,0
1714988,Airline D,369,Airport 3,Airport 4,4,2,7,Type E,0.414319,2.0,0.915764,0.849667,1
7820550,Airline A,556,Airport 1,Airport 2,0,4,5,Type A,0.366822,31.11111,0.565749,1.035859,1
3439474,Airline B,536,Airport 4,Airport 2,10,6,1,Type B,0.19859,12.0,1.893858,0.780767,0
1081381,Airline C,433,Airport 5,Airport 3,20,1,3,Type E,0.838575,8.0,0.208156,0.26177,1
5566672,Airline A,494,Airport 1,Airport 2,19,4,3,Type A,0.796499,31.11111,1.091569,0.321126,1
5408000,Airline D,480,Airport 1,Airport 2,0,4,7,Type C,0.112633,104.0,3.00787,0.352488,1
3102674,Airline C,319,Airport 4,Airport 4,6,5,3,Type A,0.494463,41.0,4.708271,0.303075,1
7904973,Airline A,544,Airport 3,Airport 5,14,4,11,Type C,0.466906,20.0,3.329141,0.249099,0
8659579,Airline C,440,Airport 2,Airport 4,16,5,5,Type D,0.142528,18.0,3.12038,0.752486,0
2225988,Airline E,402,Airport 3,Airport 5,7,5,4,Type C,0.799763,4.0,1.872074,0.033991,1
745423,Airline D,567,Airport 4,Airport 2,1,3,4,Type C,0.366674,50.0,0.866586,0.728394,1
6013602,Airline B,524,Airport 3,Airport 5,12,6,7,Type D,0.761938,27.0,2.234688,0.823564,0
3348935,Airline A,591,Airport 1,Airport 2,11,7,1,Type A,0.292063,89.77778,1.696691,0.0743,1
8997639,Airline A,488,Airport 1,Airport 2,4,1,7,Type A,0.415073,103.1111,1.810084,0.069578,1
5695954,Airline C,521,Airport 1,Airport 3,12,5,8,Type A,0.095171,13.0,4.330434,0.285464,0
7828499,Airline A,667,Airport 1,Airport 2,14,5,3,Type A,0.983183,83.55556,0.60305,0.653775,1
1199560,Airline A,468,Airport 2,Airport 2,22,5,4,Type E,0.109113,20.0,2.826499,0.675452,0
2365970,Airline A,524,Airport 1,Airport 2,21,5,6,Type A,0.195731,10.66667,1.615038,0.71341,0
7804790,Airline B,557,Airport 2,Airport 2,20,2,7,Type B,0.940377,41.0,1.089739,0.357347,1
6101199,Airline D,556,Airport 1,Airport 4,21,7,1,Type C,0.645903,9.0,2.937377,0.498398,0
2924153,Airline A,448,Airport 1,Airport 3,10,7,4,Type B,0.100916,29.0,1.729394,0.639991,0
7954835,Airline C,488,Airport 5,Airport 2,3,2,12,Type D,0.971717,0.0,3.196575,0.119426,1
5526755,Airline D,556,Airport 3,Airport 5,0,2,7,Type A,0.1471,29.0,1.655224,0.229512,0
6808846,Airline A,517,Airport 1,Airport 2,14,2,11,Type A,0.866346,80.0,1.480729,1.001808,1
2987290,Airline C,691,Airport 4,Airport 2,11,7,2,Type D,0.034851,8.0,4.04155,0.342326,0
3666611,Airline A,469,Airport 3,Airport 2,8,3,1,Type E,0.624542,30.0,4.900794,0.801156,0
2449236,Airline A,420,Airport 1,Airport 2,10,5,1,Type A,0.646704,8.888889,2.27767,0.282363,1
5304009,Airline A,548,Airport 1,Airport 2,4,3,10,Type A,0.308004,32.0,1.458847,0.046845,0
7681029,Airline A,406,Airport 2,Airport 4,23,4,6,Type B,0.643146,36.0,2.441745,0.500401,1
4379899,Airline A,454,Airport 5,Airport 3,6,7,12,Type D,0.617053,6.0,2.1885,0.892482,0
6210921,Airline D,508,Airport 5,Airport 2,7,6,5,Type A,0.798352,27.0,0.138753,0.819285,1
861007,Airline D,496,Airport 5,Airport 5,0,7,1,Type C,0.875874,58.0,0.829772,0.252939,1
350233,Airline A,493,Airport 1,Airport 2,0,1,10,Type A,0.610105,12.44444,0.147973,1.023678,1
6947965,Airline D,443,Airport 5,Airport 2,2,3,3,Type B,0.490295,37.0,3.481775,0.479716,0
4745957,Airline C,536,Airport 3,Airport 2,7,2,11,Type E,0.621596,33.0,2.066173,0.048999,0
6061008,Airline A,717,Airport 2,Airport 4,10,2,7,Type C,0.729208,8.0,0.318849,0.027925,1
2967183,Airline B,582,Airport 3,Airport 2,0,4,12,Type B,0.356171,75.0,3.652875,0.485114,1
2928253,Airline E,315,Airport 2,Airport 3,13,5,9,Type D,0.504642,16.0,3.222179,0.546323,1
6280262,Airline A,459,Airport 5,Airport 2,0,1,9,Type B,0.585104,13.0,3.599814,0.079913,0
195436,Airline A,553,Airport 1,Airport 2,5,3,6,Type A,1.088378,4.444444,1.499585,1.037521,1
2460362,Airline E,350,Airport 3,Airport 2,20,5,3,Type B,0.587712,19.0,0.807698,0.718217,1
4710110,Airline A,257,Airport 1,Airport 2,5,5,1,Type A,0.324187,34.66667,0.153481,0.901443,1
6223078,Airline B,427,Airport 2,Airport 5,2,6,3,Type B,0.58799,19.33333,4.085705,0.584023,1
6023796,Airline C,419,Airport 4,Airport 2,9,6,10,Type B,0.8195,38.0,1.079045,0.663544,1
3978142,Airline E,664,Airport 5,Airport 2,11,3,2,Type E,0.857404,47.0,2.712646,0.38786,1
1709299,Airline C,535,Airport 3,Airport 3,9,3,11,Type C,0.80025,11.33333,2.426085,0.679297,1
8875038,Airline A,485,Airport 4,Airport 4,21,3,5,Type A,0.888209,14.66667,4.605263,0.978183,1
5929460,Airline E,468,Airport 5,Airport 5,1,3,8,Type E,0.334766,85.33333,2.762199,0.647716,1
5430887,Airline A,545,Airport 5,Airport 2,23,2,5,Type E,0.507571,103.0,3.100084,0.341634,1
844227,Airline C,519,Airport 3,Airport 2,21,7,1,Type B,0.779591,16.0,1.597525,0.285239,1
7514470,Airline E,544,Airport 3,Airport 5,12,7,3,Type B,0.26445,22.66667,4.993474,0.963346,0
4417183,Airline C,532,Airport 2,Airport 2,15,5,12,Type A,0.371581,9.0,3.261869,0.185002,1
9942640,Airline E,603,Airport 4,Airport 4,12,7,5,Type B,0.831156,4.0,0.024902,0.806197,1
8904695,Airline C,503,Airport 4,Airport 4,3,5,7,Type D,0.770086,43.0,2.780411,0.465262,1
7170700,Airline B,577,Airport 3,Airport 5,3,2,5,Type B,0.9712,17.0,1.819327,0.44376,1
8725169,Airline C,535,Airport 5,Airport 2,10,7,10,Type B,0.995974,5.0,0.160561,0.747538,1
5648642,Airline B,520,Airport 3,Airport 4,22,5,5,Type D,0.240745,42.0,2.357749,0.148038,1
9591980,Airline C,460,Airport 5,Airport 5,13,3,7,Type A,0.90045,74.0,3.867832,0.466296,1
567961,Airline A,493,Airport 1,Airport 2,2,1,8,Type A,0.194516,72.0,1.259474,0.040313,1
407946,Airline E,495,Airport 3,Airport 4,18,7,8,Type E,0.7098,18.0,3.197295,0.670407,1
6602353,Airline A,607,Airport 1,Airport 2,21,6,7,Type A,0.320099,16.88889,1.799354,0.065674,0
2479042,Airline D,523,Airport 4,Airport 3,0,6,3,Type C,0.300311,4.0,3.555097,0.087289,0
8890445,Airline A,409,Airport 5,Airport 2,4,5,11,Type E,0.946321,47.0,1.937981,0.844826,1
1532745,Airline E,345,Airport 5,Airport 5,16,1,2,Type B,0.263151,87.0,1.850024,0.442955,1
519399,Airline B,386,Airport 1,Airport 5,0,6,1,Type E,0.673178,66.0,0.022923,0.200976,1
455692,Airline E,431,Airport 2,Airport 2,18,7,6,Type A,0.178129,41.0,0.771112,0.592585,1
6004543,Airline D,546,Airport 1,Airport 2,18,1,9,Type A,0.09339,0.0,4.954051,0.519283,0
4237906,Airline B,438,Airport 1,Airport 2,3,2,3,Type D,0.339317,15.0,4.212084,0.410908,0
559434,Airline D,622,Airport 5,Airport 2,18,4,5,Type E,0.624196,15.0,1.375542,0.905417,0
2954816,Airline B,377,Airport 4,Airport 2,5,5,9,Type B,0.247945,67.0,2.00596,0.749458,1
7271241,Airline C,566,Airport 1,Airport 5,14,2,9,Type A,0.300169,2.0,4.899607,0.151593,0
6945135,Airline A,313,Airport 2,Airport 2,3,2,7,Type B,0.70873,22.0,1.252222,0.570775,1
2592466,Airline A,388,Airport 1,Airport 2,23,1,4,Type A,0.202796,3.555556,1.331332,0.099837,1
5085461,Airline A,400,Airport 1,Airport 2,0,5,11,Type A,0.546905,28.44444,0.055199,0.275236,1
5284419,Airline A,399,Airport 1,Airport 2,23,2,2,Type A,1.041735,41.77778,1.549337,1.023593,1
6832441,Airline D,436,Airport 2,Airport 4,16,3,2,Type C,0.396972,30.0,4.650368,0.46208,0
2754648,Airline D,578,Airport 4,Airport 2,10,2,4,Type E,0.434201,31.33333,4.623717,0.892106,0
668059,Airline D,571,Airport 1,Airport 2,16,3,1,Type B,0.738204,28.0,2.509846,0.165999,0
468847,Airline A,399,Airport 1,Airport 2,22,4,4,Type A,0.879012,5.333333,1.624105,0.231009,1
7408282,Airline D,480,Airport 4,Airport 4,0,3,12,Type C,0.769606,14.0,2.848991,0.352825,0
8170996,Airline A,545,Airport 2,Airport 2,8,3,11,Type C,0.997867,94.0,0.334871,0.366326,1
9839833,Airline D,481,Airport 1,Airport 2,13,1,6,Type A,0.071451,10.0,0.793617,0.745277,1
6422066,Airline E,657,Airport 4,Airport 5,14,2,6,Type E,0.982253,0.666667,4.819087,0.599411,1
5759283,Airline D,538,Airport 1,Airport 2,23,4,7,Type E,0.95019,14.0,1.279843,0.553249,1
319499,Airline B,413,Airport 3,Airport 4,0,2,5,Type D,0.852139,13.0,1.922246,0.602376,1
4269883,Airline D,423,Airport 5,Airport 2,1,7,9,Type E,0.454126,12.66667,2.544722,0.732191,1
5040801,Airline C,403,Airport 3,Airport 5,17,7,2,Type D,0.870902,16.0,4.895661,0.892817,1
5946698,Airline B,502,Airport 2,Airport 5,5,6,4,Type A,0.791656,28.0,3.147992,0.802926,1
4955112,Airline B,476,Airport 5,Airport 2,19,3,4,Type E,0.185238,1.0,2.622,0.495097,0
1116802,Airline A,453,Airport 3,Airport 4,7,2,4,Type D,0.815362,24.66667,3.503372,0.722078,1
1142172,Airline E,558,Airport 4,Airport 5,0,4,1,Type C,0.614529,34.66667,3.320079,0.874824,0
8561379,Airline D,534,Airport 2,Airport 3,14,6,4,Type E,0.098031,67.0,4.714204,0.032215,1
9721108,Airline A,342,Airport 1,Airport 2,9,4,12,Type A,0.99532,14.22222,1.354588,0.614958,1
7903249,Airline A,372,Airport 1,Airport 2,3,1,5,Type A,0.677957,9.777778,1.053756,1.113053,1
9450746,Airline D,401,Airport 1,Airport 2,9,3,9,Type E,0.656248,54.0,4.03581,0.496224,1
6764173,Airline C,419,Airport 4,Airport 5,10,3,3,Type C,0.28351,30.0,3.998917,0.864304,1
6437443,Airline D,436,Airport 3,Airport 3,4,7,3,Type A,0.871636,23.0,0.849182,0.1859,1
410356,Airline A,459,Airport 1,Airport 2,8,1,5,Type A,0.645201,2.666667,0.59198,0.679823,1
5726750,Airline A,535,Airport 1,Airport 2,4,7,10,Type A,0.52112,18.37037,2.596596,0.979094,0
8010428,Airline C,387,Airport 4,Airport 3,10,2,6,Type B,0.534282,2.0,2.220548,0.431533,1
6777748,Airline A,423,Airport 4,Airport 5,2,3,3,Type A,0.703313,3.0,2.598303,0.486722,1
9590397,Airline A,341,Airport 1,Airport 2,3,2,1,Type A,0.795048,10.66667,0.7754,0.09227,1
1043305,Airline D,407,Airport 4,Airport 2,9,4,10,Type A,0.357577,13.0,2.405355,0.042172,1
8036134,Airline B,479,Airport 1,Airport 2,6,6,8,Type C,0.385258,18.0,3.716783,0.468708,0
8165927,Airline A,410,Airport 2,Airport 2,0,6,12,Type E,0.562238,8.0,2.411725,0.843475,1
6753754,Airline C,396,Airport 3,Airport 5,5,6,1,Type E,0.924407,1.0,1.573923,0.931324,1
4157264,Airline A,448,Airport 1,Airport 2,7,7,2,Type A,0.84543,4.444444,0.240003,0.740985,1
4362241,Airline C,523,Airport 5,Airport 3,16,5,3,Type E,0.390415,2.0,4.841308,0.826399,0
7272389,Airline D,408,Airport 5,Airport 2,23,1,6,Type A,0.337033,10.66667,4.358289,0.734854,1
5607250,Airline E,602,Airport 5,Airport 5,6,6,4,Type A,0.523637,4.666667,3.956825,0.701486,0
